Date,Actual,Basic_nn,Complex_nn,xgb,rf,Baseline
86520,10600.22,10583.382,10496.775,10561.844,9630.71456160771,10511.153
86521,10749.57,10639.932,10550.791,10658.852,9634.70361578183,10599.725
86522,10866.81,10657.274,10550.747,10676.394,9637.033466327888,10523.412
86523,10904.729999999998,10643.076,10531.788,10715.849,9642.282752819989,10494.595
86524,10891.05,10650.642,10504.625,10621.503,9645.757234969971,10553.607
86525,10960.73,10588.584,10434.0625,10657.057,9648.678354081432,10542.111
86526,10920.08,10544.674,10384.219,10647.462,9652.788625704974,10521.051
86527,10923.9,10502.233,10336.552,10689.591,9655.731956504216,10542.927
86528,10803.46,10400.245,10245.62,10617.259,9657.206375182272,10472.109
86529,10693.98,10248.955,10121.939,10310.874,9658.383038658283,10442.271
86530,10359.21,10134.158,9967.452,10031.082,9658.674081152025,10331.944
86531,10131.65,9900.759,9752.56,10115.413,9659.250719846894,10082.33
86532,9854.9,9754.3955,9585.888,9701.118,9659.543827099624,9976.349
86533,9647.02,9525.015,9428.0,9594.276,9659.543827099624,9780.82
86534,9634.84,9334.777,9330.302,9721.657,9659.543827099624,9613.497
86535,9688.24,9188.87,9329.414,9475.796,9659.06159257464,9466.689
86536,9447.12,9084.272,9356.64,8954.416,9620.381411562088,9297.342
86537,9113.39,8893.302,9272.884,8754.549,9582.088955925276,9090.651
86538,9038.3,8785.902,9110.879,8612.412,9563.304290929813,8921.673
86539,8744.73,8588.398,9012.661,8477.688,9486.00800556318,8795.643
86540,8602.71,8375.396,8837.471,8449.287,9342.598034661638,8795.331
86541,8377.93,8291.6045,8668.232,8224.673,9087.20259347927,9014.55
86542,8126.06,8216.846,8415.765,7871.559,8635.435339361087,8928.352
86543,7883.01,8126.502,8106.846,7757.153,8444.6814296425,8731.185
86544,7697.8,7841.3223,7811.3994,7531.817,8153.038624233106,7914.2485
86545,7454.8,7582.9404,7580.64,7412.348,7969.222909012413,7536.325
86546,7124.84,7363.4233,7379.686,7161.1973,7898.26448880065,7291.131
86547,6924.24,7010.853,7141.5757,7059.637,7894.493554290764,7137.49
86548,6775.86,6793.768,6881.785,6743.084,7893.776882766879,6948.565
86549,6658.5,6758.703,6700.7915,6627.6646,7893.776882766879,6603.2656
86550,6700.81,6770.166,6620.545,6693.6626,7890.547464976416,6705.439
86551,6729.53,6778.3086,6690.984,6706.2812,7888.777855179057,6721.441
86552,6968.24,6968.311,6898.869,6887.428,7885.432847680498,6906.6763
86553,7165.2,7362.3345,7409.08,7342.408,7890.6425755399,7463.0786
86554,7764.98,7712.8325,7644.2456,7913.122,7888.292829142845,7778.3774
86555,8301.17,8448.311,8081.4346,8641.571,7907.731689541923,8280.374
86556,8652.23,8951.678,8586.315,8799.176,7911.497105446383,8777.988
86557,9112.000000000002,9212.037,9040.943,9638.861,8313.991291355936,9159.764
86558,9473.62,9371.063,9415.456,9818.082,8616.558845820775,9561.84
86559,9749.28,9544.916,9635.083,9824.958,8929.620322855933,9789.249
86560,10047.51,9815.316,9768.46,9961.503,9100.355841820352,9950.251
86561,10199.95,10081.526,9876.676,10191.165,9311.79831625388,10028.305
86562,10421.91,10133.0625,9971.075,10221.563,9477.483848395615,10032.132
86563,10504.25,10192.902,10104.137,10308.278,9547.622930793796,10107.143
86564,10467.54,10232.898,10232.891,10252.645,9587.346955246669,10199.972
86565,10474.48,10271.928,10331.284,10245.632,9608.812396791463,10266.313
86566,10425.8,10334.578,10428.614,10247.258,9614.543140444011,10405.569
86567,10434.05,10338.139,10439.77,10187.936,9621.09511126735,10516.834
86568,10387.62,10326.2295,10400.921,10152.854,9626.738811561543,10580.408
86569,10255.64,10341.778,10451.502,10138.2295,9628.892011424125,10415.022
86570,10079.61,10289.962,10514.655,10013.327,9628.892011424125,10427.345
86571,10005.6,10235.381,10493.219,9864.936,9628.892011424125,10567.155
86572,9878.18,10172.925,10408.031,9735.127,9628.519507808243,10485.631
86573,9705.36,10065.9795,10281.656,9757.582,9622.19617768264,10268.278
86574,9582.39,9978.871,10204.566,9777.602,9622.500478993628,10224.604
86575,9615.68,9875.968,10062.595,9788.261,9626.863558105471,10219.989
86576,9572.51,9814.705,9926.158,9972.969,9628.892011424125,10250.625
86577,9594.129999999996,9680.378,9783.447,9730.093,9623.268974637667,10123.782
86578,9403.11,9555.792,9642.994,9791.495,9623.16326691632,9919.962
86579,9213.98,9431.45,9448.41,9676.056,9627.22479243495,9756.917
86580,8993.86,9353.103,9299.169,9222.81,9623.268974637667,9612.986
86581,8949.15,9198.044,9175.722,9250.169,9623.16326691632,9396.578
86582,8978.68,9039.082,9094.689,9433.8955,9627.22479243495,9270.728
86583,8994.210000000001,8895.513,9083.719,9244.837,9628.40977689914,9111.994
86584,8781.87,8814.086,9093.266,9160.73,9619.673524039954,9032.44
86585,8530.68,8716.407,8997.39,8749.909,9619.673524039954,8826.99
86586,8483.23,8567.175,8824.372,8765.746,9613.68925292402,8566.535
86587,8245.1,8457.148,8693.932,8487.843,9605.998423534042,8355.572
86588,8215.07,8284.134,8526.582,8657.232,9580.685136614233,8253.386
86589,8083.06,8211.109,8375.65,8327.399,9424.916494833262,8372.25
86590,7847.47,8087.148,8162.173,8182.368,8706.405523397469,8230.504
86591,7655.29,7995.845,7915.146,7856.104,8445.605755184146,8050.416
86592,7456.220000000001,7744.691,7686.668,7661.4683,8119.775527403816,7469.0464
86593,7226.490000000001,7438.4805,7471.4585,7221.6484,7932.55108102037,7305.038
86594,6964.52,7182.3525,7276.9214,7016.313,7867.254490195583,7025.328
86595,6727.05,6857.496,7016.4985,6663.122,7887.119178921384,6684.6997
86596,6546.17,6644.4033,6778.7524,6643.177,7868.957424119286,6571.5073
86597,6485.81,6653.147,6618.989,6498.7773,7862.280903288404,6229.735
86598,6449.02,6609.4473,6559.951,6449.8594,7862.280903288404,6311.5396
86599,6545.72,6628.3677,6634.372,6540.5796,7862.280903288404,6327.402
86600,6793.83,6757.1045,6817.03,6747.88,7862.763137813386,6501.1196
86601,7014.99,6993.81,7257.7314,7079.297,7871.499390672571,7048.8794
86602,7557.14,7276.6123,7474.888,7708.4507,7893.297675570005,7319.598
86603,8063.95,7798.5596,7889.912,8488.093,7906.0727693658,7846.4087
86604,8404.65,8491.835,8362.43,8512.601,7908.026260120348,8258.164
86605,8775.34,8743.373,8722.694,8827.697,8181.452970624137,8649.132
86606,9023.61,8911.636,9030.71,8829.264,8501.45910839168,9058.793
86607,9192.9,9129.729,9211.927,9236.395,8772.85629430627,9304.739
86608,9427.04,9354.126,9308.07,9297.522,9090.479449811635,9478.551
86609,9507.14,9391.664,9385.255,9321.434,9335.867450573787,9571.48
86610,9528.89,9415.498,9420.46,9325.394,9483.313513798645,9522.267
86611,9494.33,9465.972,9465.157,9320.5205,9545.380431267178,9421.179
86612,9470.4,9490.959,9428.479,9266.503,9566.033483880665,9353.991
86613,9437.37,9469.93,9430.856,9345.633,9601.3356488538,9265.979
86614,9383.72,9505.376,9510.128,9322.067,9619.32201342749,9359.007
86615,9375.24,9519.775,9545.379,9315.371,9625.979691972176,9508.281
86616,9385.37,9518.416,9566.236,9300.556,9627.189363131862,9611.568
86617,9357.67,9502.967,9580.774,9253.381,9626.97505066612,9629.366
86618,9340.12,9465.075,9557.501,9201.1,9627.385059698454,9528.605
86619,9305.39,9398.1455,9465.974,9249.212,9628.047847621148,9493.366
86620,9321.899999999998,9358.955,9366.483,9189.457,9622.424810834693,9489.95
86621,9260.88,9304.7,9259.733,9210.911,9622.319103113348,9416.804
86622,9277.83,9231.124,9156.202,9172.418,9620.757591845522,9323.525
86623,9270.07,9146.683,9034.141,9075.738,9616.696066326893,9209.176
86624,9165.36,9112.517,8938.786,9271.288,9620.651884124174,9194.712
86625,9076.46,9065.223,8857.021,9212.595,9620.757591845522,9185.923
86626,8773.58,8985.068,8782.854,8868.785,9616.696066326893,9066.535
86627,8617.1,8859.984,8666.938,8917.499,9590.90724322863,8860.505
86628,8501.93,8802.236,8585.572,8861.833,9584.230722397748,8804.86
86629,8360.43,8729.905,8510.281,9243.931,9584.230722397748,8634.332
86630,8420.27,8647.703,8496.261,8994.784,9608.352326506842,8507.529
86631,8542.9,8587.671,8524.907,8953.76,9593.35791248326,8376.127
86632,8353.83,8561.748,8580.6,8770.629,9553.609171936216,8325.793
86633,8175.34,8450.873,8530.029,7867.668,9530.169169410252,8088.8247
86634,8191.65,8276.76,8396.493,7930.023,9460.725817436103,7963.2827
86635,8097.69,8149.9556,8311.25,8235.194,9309.272191159836,7957.758
86636,8080.61,8024.474,8179.4194,8325.067,9034.015600103116,7844.946
86637,7946.84,7942.8022,8041.653,8160.233,8721.837273309397,7938.3843
86638,7741.89,7835.4243,7840.9956,7758.4644,8475.738408394785,7854.1987
86639,7536.2,7678.892,7564.891,7658.7954,8353.3175570381,7624.477
86640,7320.33,7433.191,7500.401,7080.7856,8095.722361177181,7289.441
86641,7097.55,7220.5195,7291.7173,6957.404,7929.292776384318,7088.072
86642,6795.59,6928.196,7019.346,6731.18,7866.768509322175,6619.313
86643,6507.03,6663.013,6681.452,6464.975,7862.997574812291,6580.223
86644,6277.95,6474.449,6352.8545,6278.418,7862.280903288404,6028.428
86645,6164.62,6386.029,6124.729,6247.1504,7862.280903288404,6298.491
86646,6115.29,6291.976,6000.0874,6134.6523,7862.280903288404,6049.385
86647,6125.64,6229.585,5993.6353,6239.813,7862.280903288404,5943.1323
86648,6234.22,6331.848,6088.284,6304.5435,7862.763137813386,6496.299
86649,6269.43,6410.2075,6312.581,6368.876,7871.499390672571,6477.427
86650,6477.05,6461.5767,6425.2754,6632.4624,7871.499390672571,6601.8516
86651,6708.51,6643.7183,6680.2476,6918.5337,7871.499390672571,6852.4077
86652,7009.05,6983.2915,7007.8516,7195.8237,7871.499390672571,7072.6934
86653,7362.78,7434.2173,7321.7603,7550.979,7884.281857844972,7329.9575
86654,7761.16,7798.603,7607.89,7764.04,7993.675399008323,7684.4385
86655,8027.79,8016.0894,7837.323,8041.294,8147.92690377183,8025.666
86656,8333.36,8225.882,8021.092,8325.484,8275.215381123744,8395.932
86657,8363.98,8439.835,8182.531,8860.512,8614.966597144294,8654.599
86658,8438.6,8601.669,8254.784,8488.201,8850.640292441167,8692.822
86659,8425.72,8568.327,8313.095,8184.4097,9074.793064087344,8705.076
86660,8417.9,8494.155,8298.215,8265.886,9264.27583034324,8627.885
86661,8372.52,8455.796,8283.365,8374.867,9310.128667478288,8520.822
86662,8343.37,8380.026,8279.923,8298.08,9329.792084661593,8470.323
86663,8242.85,8296.977,8250.382,8147.4062,9349.93385853732,8442.047
86664,8191.22,8247.059,8202.574,8248.071,9345.47035790804,8455.573
86665,8085.53,8208.524,8174.7188,8282.338,9274.843274229695,8488.231
86666,8095.87,8147.1333,8132.859,8106.807,9262.470677599951,8422.883
86667,8022.95,8125.082,8087.758,8041.618,9212.641946928516,8387.255
86668,8001.18,8106.411,8038.3154,8002.924,9192.507045008071,8363.987
86669,7968.75,8117.304,8080.256,7979.43,9245.11656596706,8326.899
86670,7915.96,8095.757,8144.605,7927.402,9238.24287548056,8302.537
86671,7924.51,8101.399,8130.68,7733.6567,9233.647778219018,8410.81
86672,7878.38,8154.995,8067.5723,7817.6543,9251.530827602164,8524.524
86673,7902.41,8141.5566,7987.6206,7991.9097,9253.27536721894,8470.523
86674,7880.48,8112.427,7928.435,8126.7627,9239.366464266994,8386.772
86675,7825.889999999999,8083.0586,7859.407,8178.9478,9101.47457087822,8236.016
86676,7750.67,8106.355,7804.7275,8031.4277,8923.454047049247,8259.523
86677,7784.409999999999,8073.5273,7750.7837,8158.542,8796.703147429625,8254.245
86678,7887.17,8015.486,7685.9263,7915.804,8676.630234816748,8049.3438
86679,8004.28,7957.9043,7694.15,7742.2607,8679.762869153526,7828.0576
86680,7936.47,7956.0376,7777.7812,7877.809,8773.975511610817,7776.938
86681,7801.48,7897.462,7796.3633,7543.6895,8691.915539776319,7632.962
86682,7805.52,7771.467,7753.352,7738.622,8640.041982894034,7522.104
86683,7691.82,7639.8643,7682.1787,7755.865,8599.23019787057,7477.44
86684,7689.13,7518.8765,7574.007,7725.5947,8441.562629737053,7468.968
86685,7490.91,7458.624,7468.5493,7487.5195,8247.562129693239,7555.74
86686,7292.07,7347.2847,7294.4785,7266.563,8038.272239706458,7453.8545
86687,7130.5,7206.654,7070.1323,7045.829,7987.37827008158,7311.689
86688,6951.93,6930.89,6904.545,6907.455,7910.189242348396,6665.8926
86689,6746.36,6807.2217,6672.9517,6678.3955,7877.350156139103,6577.418
86690,6528.59,6615.2524,6428.0176,6395.7427,7866.768509322175,6241.664
86691,6302.6,6354.4214,6141.835,6224.4863,7862.997574812291,6033.0884
86692,6177.52,6189.841,5887.5635,6017.6733,7862.280903288404,5907.784
86693,6064.28,6125.449,5700.5347,5928.9033,7862.280903288404,5537.1367
86694,6026.09,5993.063,5627.2344,5908.006,7862.280903288404,5609.6763
86695,6010.92,6037.259,5650.078,5945.93,7862.280903288404,5594.299
86696,6063.54,6063.0435,5751.691,5953.595,7862.763137813386,5716.3223
86697,6058.15,6187.4556,5998.201,5908.932,7871.499390672571,5931.5435
86698,6191.25,6204.8174,6052.479,6103.199,7871.499390672571,5964.1445
86699,6330.44,6314.2676,6184.8125,6203.912,7871.499390672571,6076.4863
86700,6530.91,6520.537,6387.6055,6226.124,7871.499390672571,6254.2236
86701,6852.75,6832.1772,6663.0913,6612.3086,7871.499390672571,6503.3633
86702,7206.15,7160.7764,6978.7974,7029.4717,7871.499390672571,6839.718
86703,7530.46,7412.5244,7279.127,7381.52,7959.117464537052,7229.7056
86704,7775.96,7597.647,7537.8833,7617.87,8038.565273244278,7637.17
86705,7896.32,7832.0854,7769.3423,7951.87,8164.0788928335005,8006.597
86706,8000.609999999999,8085.4004,7927.433,7630.677,8238.66415486629,8123.4116
86707,8002.48,8258.598,8044.565,7822.2344,8417.61862022954,8192.576
86708,7995.14,8244.091,8100.8936,7947.5957,8541.893228164625,8187.774
86709,7956.5,8197.631,8130.3423,7986.162,8589.200101574925,8127.409
86710,7913.89,8143.2446,8135.7837,7862.4473,8597.008026628717,8086.456
86711,7899.66,8101.0137,8119.591,7747.7095,8594.961948720698,8078.427
86712,7816.56,8045.5767,8056.3096,7742.681,8585.229619397163,8079.6616
86713,7779.56,8026.5566,8008.1284,7736.12,8582.340701177543,8117.042
86714,7732.75,7995.899,7937.526,7638.9673,8582.340701177543,7979.443
86715,7691.95,7962.9575,7893.362,7713.6313,8582.340701177543,7899.9604
86716,7724.62,7926.683,7853.866,7595.4375,8451.756274589128,7830.5015
86717,7773.62,7908.3003,7838.9,7668.1235,8422.276881920101,7817.89
86718,7829.24,7901.046,7838.889,7703.731,8447.45320933024,7818.1904
86719,7901.53,7881.515,7831.132,7842.4404,8594.898983745217,7825.775
86720,7896.73,7866.997,7823.9565,7871.8105,8710.943933920751,7917.754
86721,8015.38,7858.0103,7889.1714,8005.549,8836.089321914296,7901.065
86722,8035.49,7880.745,8007.6636,8421.789,8888.041718665681,7963.8984
86723,7899.25,7911.5176,8107.91,8566.353,8890.366165408457,8053.829
86724,7871.62,7981.9067,8181.9204,8452.088,8926.801234359704,8202.487
86725,7761.86,7979.005,8169.8726,8585.002,8921.429600530097,8428.596
86726,7908.83,7912.142,8112.0576,8578.72,8869.110041327633,8430.596
86727,8011.32,7848.0005,8078.048,8122.9424,8817.12450818971,8290.927
86728,7835.43,7832.401,8067.3237,7984.8823,8933.420872927827,8273.544
86729,7662.94,7817.1616,7992.851,7742.931,8958.58218072421,8182.971
86730,7541.46,7773.219,7830.0747,7681.522,8768.278148145697,7943.7847
86731,7401.58,7713.0615,7680.3076,7628.2847,8680.67541901504,7742.9634
86732,7343.73,7570.369,7505.2954,7591.9077,8511.395620859586,7448.6514
86733,7096.93,7487.3223,7374.778,7451.9097,8269.704671280639,7253.521
86734,6912.599999999999,7346.793,7213.4727,7201.726,8038.272239706458,7047.6426
86735,6763.37,7175.1562,7024.202,7117.808,7987.37827008158,6857.593
86736,6647.430000000001,6988.273,6890.449,6909.3027,7910.189242348396,6572.246
86737,6516.18,6884.5806,6792.083,6923.399,7877.350156139103,6638.771
86738,6299.169999999999,6891.883,6682.362,6550.4263,7866.768509322175,6143.3306
86739,6128.59,6390.606,6525.041,6172.1167,7862.997574812291,6189.2637
86740,6028.35,6087.6255,6363.8184,6082.979,7862.280903288404,5969.5015
86741,5958.3,6180.1816,6262.2036,5949.748,7862.280903288404,5610.5786
86742,6002.35,6281.936,6242.2314,5987.7773,7862.280903288404,6122.094
86743,6074.42,6281.0024,6368.812,6073.4165,7862.280903288404,6089.8013
86744,6288.89,6424.3247,6607.83,6177.534,7862.763137813386,5918.006
86745,6474.6,6650.218,7115.451,6338.4165,7871.499390672571,6534.835
86746,7037.19,6860.473,7345.381,6799.469,7871.499390672571,6730.539
86747,7472.81,7261.1055,7761.14,7135.6123,7871.499390672571,7098.55
86748,7831.14,7786.0337,8201.923,7256.9194,7871.499390672571,7591.17
86749,8273.23,8017.2837,8515.552,7596.0894,7871.499390672571,8174.3184
86750,8483.84,8279.201,8718.752,8041.1753,8159.2775713106,8677.52
86751,8642.09,8621.694,8766.199,8103.05,8517.297164844806,8861.621
86752,8832.59,8833.744,8713.633,8212.246,8760.752207966121,8888.555
86753,8886.34,9041.159,8672.845,8574.989,8938.758411655004,8886.636
86754,8953.04,9005.103,8623.375,8726.684,9065.23342599968,8813.131
86755,8895.42,8972.945,8584.87,8581.236,9174.818856326172,8833.042
86756,8814.05,8998.96,8539.636,9038.973,9179.567782426931,8783.717
86757,8859.51,8997.271,8551.893,8671.568,9212.078807819717,8740.609
86758,8790.49,8946.44,8609.036,8532.459,9223.976571325222,8712.428
86759,8710.35,8886.505,8618.835,8831.415,9231.468106930372,8615.031
86760,8742.52,8840.848,8610.362,8924.8955,9237.360687761073,8612.0625
86761,8710.06,8806.779,8570.656,8825.073,9238.717846119784,8661.929
86762,8741.63,8771.701,8517.905,8602.46,9239.20382699319,8586.721
86763,8719.3,8704.986,8485.806,8632.0625,9239.20382699319,8512.508
86764,8696.34,8687.747,8465.199,8624.479,9239.20382699319,8549.865
86765,8682.23,8696.852,8452.201,8623.465,9239.20382699319,8572.159
86766,8627.67,8695.981,8459.24,8603.359,9239.20382699319,8576.331
86767,8681.53,8723.183,8476.869,8545.102,9239.20382699319,8624.676
86768,8636.14,8737.088,8493.011,8567.553,9239.20382699319,8649.241
86769,8621.97,8725.339,8460.414,8560.87,9239.20382699319,8636.6875
86770,8563.8,8757.516,8415.661,8566.29,9239.20382699319,8671.755
86771,8468.08,8739.639,8312.973,8516.299,9239.20382699319,8606.258
86772,8342.91,8721.48,8195.454,8378.273,9239.20382699319,8563.021
86773,8272.79,8615.189,8075.6177,8638.36,9239.20382699319,8351.999
86774,8341.97,8497.047,7991.3535,8579.596,9239.20382699319,8194.446
86775,8454.18,8458.647,8014.3228,8574.524,9238.72159246821,8141.2793
86776,8254.6,8431.503,8085.002,8656.688,9229.985339609022,7984.3335
86777,8063.37,8284.688,8076.7446,8485.575,9193.606859562562,7743.7925
86778,8074.3,8151.6646,7994.04,8413.242,9011.30817330976,7654.7534
86779,7929.98,8076.889,7934.742,7765.637,8769.939035559904,7610.3257
86780,7933.95,7945.376,7824.2603,7725.1953,8698.991511738363,7484.4443
86781,7815.05,7882.423,7727.698,7714.527,8622.93701154918,7589.5767
86782,7651.3,7775.805,7541.091,7286.649,8445.61073313858,7559.777
86783,7476.88,7691.459,7276.5234,7432.298,8220.341909291505,7425.635
86784,7309.12,7479.658,7200.354,7350.943,7963.975001825733,7271.523
86785,7082.17,7172.918,7056.8164,7323.317,7878.263169320402,7126.0015
86786,6784.33,6971.629,6871.896,6818.726,7866.768509322175,6806.564
86787,6514.87,6649.0186,6591.937,6596.9937,7862.997574812291,6396.7275
86788,6316.38,6403.556,6312.7754,6273.083,7862.280903288404,6222.6763
86789,6238.25,6495.547,6131.575,6202.7417,7862.280903288404,5947.751
86790,6218.39,6420.841,6083.428,6116.5576,7862.280903288404,5978.541
86791,6258.9,6379.5503,6217.559,6320.0674,7862.280903288404,6357.778
86792,6383.17,6503.3857,6499.5454,6403.944,7862.763137813386,6220.2827
86793,6629.18,6722.838,7069.8936,6579.672,7871.499390672571,6712.2524
86794,7124.8,6972.128,7337.2266,6889.171,7871.499390672571,6981.905
86795,7504.72,7543.6885,7818.183,7652.97,7893.297675570005,7568.9697
86796,7818.03,8137.5303,8295.782,7701.596,7876.32812847025,8249.144
86797,8214.79,8367.919,8633.52,7980.6665,8028.550477108015,8897.16
86798,8477.55,8567.136,8856.923,8598.016,8311.200986309032,9247.155
86799,8635.2,8729.503,8897.0625,8566.308,8636.957793520747,9296.912
86800,8830.08,8891.819,8830.25,9174.596,8902.00085607587,9270.833
86801,8908.15,9115.095,8803.7705,9209.425,9120.17686715578,9265.52
86802,8996.45,9298.332,8781.939,9249.788,9301.98348201598,9217.598
86803,9057.71,9264.682,8795.577,9193.486,9379.178262164764,9282.138
86804,9028.99,9263.077,8792.77,9464.536,9435.805930656608,9319.644
86805,9049.88,9241.053,8820.829,9350.8,9459.979644923427,9177.095
86806,9104.0,9207.737,8830.844,9319.103,9423.59161270692,9129.515
86807,9067.62,9196.195,8903.828,9334.023,9431.134395042154,9154.326
86808,9056.06,9194.665,8954.545,9409.828,9430.127986841457,9115.526
86809,9096.56,9181.742,9007.663,9397.015,9418.025321752108,9115.821
86810,9131.08,9146.538,8999.53,9386.951,9423.243971291193,9162.136
86811,9125.28,9154.654,8988.947,9492.051,9424.64422311521,9180.124
86812,9155.2,9123.133,8956.656,9498.866,9425.84822607784,9159.3125
86813,9186.66,9093.299,8894.997,9477.149,9444.326170774511,9173.551
86814,9213.57,9058.791,8852.512,9510.944,9444.899424873449,9177.425
86815,9207.27,9012.43,8801.931,9527.036,9449.616092764863,9156.753
86816,9130.7,8957.75,8742.989,9475.663,9440.600667286226,9143.525
86817,9113.25,8932.428,8734.02,9497.432,9421.538670858485,9099.737
86818,8971.86,8878.74,8734.514,9796.922,9424.96571384084,9109.744
86819,8859.95,8813.738,8671.703,9813.896,9405.281218066408,9077.551
86820,8645.03,8776.998,8600.715,9684.711,9320.80912431932,8999.679
86821,8493.78,8647.514,8506.137,9180.929,9249.161172733578,8775.981
86822,8560.92,8541.456,8450.543,9714.34,9239.20382699319,8664.482
86823,8717.56,8496.288,8457.482,9606.759,9248.678938208595,8548.041
86824,8570.14,8478.167,8500.843,9756.263,9284.097549460885,8448.327
86825,8364.08,8405.736,8417.335,8149.108,9192.826439688652,8279.915
86826,8358.88,8291.982,8253.312,8335.532,9044.557044228844,8109.0283
86827,8173.38,8187.3643,8145.147,8352.655,8787.38151597524,8012.459
86828,8141.36,8036.7734,7985.5225,8412.407,8734.779298053569,7927.286
86829,8005.51,8021.618,7873.3516,8407.313,8636.15780356435,8102.3447
86830,7765.34,7937.661,7689.7573,7607.435,8445.914523748643,8007.7046
86831,7584.75,7846.531,7443.74,7787.5864,8356.351569452814,7829.481
86832,7457.56,7636.417,7297.3013,7440.4233,8097.975452315691,7605.99
86833,7221.1,7315.0176,7118.813,7217.9736,7931.135915616438,7453.819
86834,6899.069999999999,7100.4434,6911.245,7232.246,7867.254490195583,6954.9004
86835,6653.66,6715.3115,6621.921,6803.712,7862.997574812291,6707.9224
86836,6491.51,6452.736,6315.458,6358.762,7862.280903288404,6607.204
86837,6390.42,6460.504,6134.7,6299.568,7862.280903288404,6143.226
86838,6265.81,6350.2183,6099.047,6278.767,7862.280903288404,6171.6514
86839,6305.73,6316.986,6231.6997,6249.8853,7862.280903288404,6459.5396
86840,6503.58,6489.316,6498.2173,6337.1963,7862.763137813386,6235.9
86841,6721.31,6735.6196,7028.4336,6294.422,7871.499390672571,6680.469
86842,7234.97,7048.228,7253.751,7273.1987,7871.499390672571,7038.1577
86843,7667.08,7712.4736,7649.2544,7294.1025,7871.499390672571,7639.929
86844,8028.34,8263.869,8092.107,7794.1113,7871.499390672571,8142.719
86845,8418.28,8622.8,8431.33,8613.042,8004.034132196802,8679.197
86846,8672.72,8720.217,8701.721,8990.852,8282.250644402257,9201.539
86847,8820.19,8936.598,8871.922,9444.187,8626.578810334844,9573.306
86848,9140.89,9100.689,8994.133,9750.586,8931.002505825567,9633.272
86849,9252.4,9311.835,9113.187,9720.4375,9188.7690313236,9533.93
86850,9326.41,9457.508,9198.719,9774.6045,9342.834193569062,9402.828
86851,9419.97,9551.186,9274.264,9688.014,9396.946909148155,9409.056
86852,9429.88,9589.307,9338.144,9696.069,9456.54473909422,9473.619
86853,9361.47,9576.427,9386.804,9765.55,9509.273225103576,9507.393
86854,9440.05,9643.354,9463.056,9727.542,9524.516838106172,9636.876
86855,9401.53,9689.136,9539.493,9778.305,9536.012122647457,9620.088
86856,9411.830000000002,9688.171,9584.105,9713.734,9538.141679274571,9566.524
86857,9418.360000000002,9695.734,9603.756,9729.07,9561.49304635801,9593.315
86858,9409.65,9713.475,9607.899,9787.876,9579.727541079728,9638.818
86859,9408.5,9760.813,9605.7,9831.683,9556.03439699922,9709.765
86860,9417.36,9765.748,9572.234,9626.13,9552.168320925228,9720.613
86861,9400.7,9717.626,9523.513,9675.241,9580.897545073589,9676.612
86862,9420.58,9647.431,9490.37,9691.644,9596.925223685952,9685.967
86863,9425.64,9551.744,9422.139,9617.212,9601.035144991994,9668.384
86864,9387.78,9469.132,9339.808,9599.6,9592.852158463516,9627.615
86865,9350.03,9340.787,9236.983,9444.611,9577.559612461384,9574.953
86866,9078.049999999996,9217.022,9140.449,9460.563,9575.665734114576,9527.809
86867,8964.67,9058.119,9002.945,9528.21,9579.72376805506,9384.154
86868,8727.84,8969.415,8890.479,9270.2,9580.088388121616,9294.254
86869,8600.81,8858.817,8773.603,9207.063,9527.582550492543,9054.417
86870,8647.73,8743.808,8681.83,9199.692,9373.17349807049,8899.073
86871,8821.2,8608.99,8663.629,9050.795,9358.599998638589,8841.261
86872,8662.82,8579.663,8707.989,8992.573,9376.887486782229,8659.868
86873,8437.69,8490.598,8649.276,7924.164,9407.801417717314,8340.483
86874,8452.03,8410.052,8504.819,8025.5264,9266.998051094444,8241.961
86875,8257.88,8357.169,8397.282,8037.517,9241.832406364309,8226.389
86876,8219.9,8170.06,8215.62,8205.84,9229.985339609022,8091.2275
86877,8071.55,8040.73,8064.05,8251.764,9036.429989186916,8179.672
86878,7892.44,7942.0703,7847.9575,7984.7676,8569.85945597105,8119.3994
86879,7706.32,7848.6865,7574.2085,7795.39,8385.501197297812,8000.254
86880,7531.92,7623.3223,7362.6025,7637.8633,8090.744519814656,7670.8745
86881,7285.75,7327.634,7154.923,7161.262,7930.71293349855,7271.7515
86882,6988.65,7116.7236,6956.1675,6909.174,7866.768509322175,6803.031
86883,6711.59,6703.033,6696.041,6655.734,7862.997574812291,6619.5947
86884,6540.52,6483.211,6461.242,6491.926,7862.280903288404,6487.5522
86885,6226.4,6576.5293,6325.2876,6469.773,7862.280903288404,6139.5337
86886,6106.01,6475.106,6282.491,6330.561,7862.280903288404,6227.782
86887,6174.38,6439.8813,6354.5283,6352.9673,7862.280903288404,6227.984
86888,6659.3,6612.086,6551.6074,6533.7847,7862.763137813386,6397.114
86889,6850.84,6778.3813,7046.2783,6551.8125,7871.499390672571,6909.9023
86890,7237.6,7048.843,7237.236,6956.035,7871.499390672571,7197.4995
86891,7625.57,7639.43,7658.6626,7464.628,7871.499390672571,7775.6904
86892,7951.15,8089.444,8132.67,7976.236,7871.499390672571,8206.847
86893,8322.68,8594.698,8509.716,8434.157,8116.356216193393,8591.17
86894,8375.77,8727.407,8827.406,8893.006,8324.350272882064,8982.747
86895,8535.33,8947.278,9037.257,9591.59,8691.415793425773,9246.905
