Date,Actual,Basic_nn,Complex_nn,xgb,rf,Baseline
86185,11354.06,10096.68,10705.428,10306.446,8920.43248612039,10641.041
86186,11342.74,10085.288,10690.6455,9995.047,8920.43248612039,10595.372
86187,11301.260000000002,10130.634,10654.921,10140.4795,8920.43248612039,10561.85
86188,11240.85,10122.781,10594.739,10174.824,8920.43248612039,10490.907
86189,11358.58,10089.37,10526.29,10486.937,8920.43248612039,10495.874
86190,11354.11,10093.019,10473.286,10213.71,8920.43248612039,10479.131
86191,11337.73,10070.108,10414.64,10211.327,8920.43248612039,10416.707
86192,11077.0,10109.096,10364.448,10069.43,8920.43248612039,10410.753
86193,10948.37,10095.588,10272.91,10133.422,8920.43248612039,10247.591
86194,10644.45,10055.909,10158.653,9820.267,8920.43248612039,10141.257
86195,10397.09,9903.287,9943.303,9662.897,8920.43248612039,9991.38
86196,10175.02,9835.041,9777.455,9721.802,8920.43248612039,9917.417
86197,10005.1,9774.68,9630.214,9979.264,8920.43248612039,9780.316
86198,10062.6,9689.775,9483.148,9729.234,8920.43248612039,9616.25
86199,9950.54,9615.542,9356.421,9642.731,8920.43248612039,9471.11
86200,9583.81,9443.453,9201.538,9500.607,8920.43248612039,9283.904
86201,9215.56,9197.561,9004.069,9166.58,8920.43248612039,9121.869
86202,9072.67,8886.573,8748.334,8729.963,8920.43248612039,8838.259
86203,8819.119999999999,8871.369,8659.611,8646.674,8920.43248612039,8778.452
86204,8642.37,8851.24,8558.783,8446.771,8920.43248612039,8637.511
86205,8404.12,8895.878,8459.619,8345.137,8920.43248612039,8588.108
86206,8150.69,8840.648,8283.377,8088.2275,8920.43248612039,8391.257
86207,7885.41,8613.854,8017.395,7856.0806,8920.43248612039,8086.1787
86208,7664.28,8239.057,7810.025,7618.314,8920.43248612039,7777.643
86209,7440.68,7882.476,7602.268,7708.2065,8920.43248612039,7322.6616
86210,7107.9800000000005,7604.128,7432.6357,7251.8813,8920.43248612039,7123.913
86211,6876.49,7284.7134,7293.2896,6742.78,8920.43248612039,6879.071
86212,6682.530000000001,6896.074,7131.251,6588.8896,8920.43248612039,6599.45
86213,6607.52,6693.8037,7060.871,6566.8394,8920.43248612039,6485.811
86214,6631.62,6681.6216,7037.5005,7125.1816,8920.43248612039,6601.0913
86215,6694.8,6695.971,7120.103,6425.009,8920.43248612039,6638.491
86216,6931.47,6842.62,7336.9907,6924.2603,8920.43248612039,7137.0854
86217,7230.92,7155.7246,7747.4653,7294.751,8920.43248612039,7249.88
86218,7782.65,7359.57,8041.9897,7945.779,8920.43248612039,7583.069
86219,8384.73,7786.0796,8472.498,8579.456,8920.43248612039,7876.539
86220,8785.7,8252.983,8939.932,8913.171,8920.43248612039,8172.176
86221,9295.35,8649.486,9298.023,9140.148,8920.43248612039,8640.556
86222,9540.97,9089.203,9594.843,9084.555,8920.43248612039,9133.669
86223,9715.03,9352.853,9812.897,9677.821,8920.43248612039,9491.42
86224,9909.28,9513.271,9933.006,9969.752,8920.43248612039,9575.229
86225,10038.93,9755.503,10079.374,9713.907,8920.43248612039,9697.95
86226,10118.85,9853.787,10184.659,10069.597,8920.43248612039,10019.83
86227,9867.44,9978.981,10278.341,9990.036,8920.43248612039,10072.99
86228,9968.02,9967.579,10300.648,10291.929,8920.43248612039,10003.573
86229,10288.14,9931.442,10297.913,9963.58,8920.43248612039,10245.182
86230,10332.53,9943.599,10325.786,9915.013,8920.43248612039,10446.257
86231,10314.62,9884.12,10341.387,10103.385,8920.43248612039,10475.641
86232,10365.4,9853.786,10323.737,10546.063,8920.43248612039,10491.125
86233,10391.8,9893.462,10342.393,10256.421,8920.43248612039,10514.716
86234,10378.99,9896.334,10353.079,10691.119,8920.43248612039,10448.592
86235,10404.25,9956.763,10406.522,10371.75,8920.43248612039,10425.611
86236,10357.03,9935.814,10375.363,10396.172,8920.43248612039,10372.977
86237,10454.88,9832.829,10227.028,10671.305,8920.43248612039,10234.615
86238,10463.79,9850.272,10156.905,10626.908,8920.43248612039,10175.021
86239,10407.06,9865.212,10131.868,9613.771,8920.43248612039,10052.65
86240,10267.94,9879.147,10073.204,9935.071,8920.43248612039,10125.025
86241,10102.7,9851.5,9980.116,9785.976,8920.43248612039,9978.928
86242,9729.57,9825.77,9834.27,9556.225,8920.43248612039,9812.457
86243,9550.78,9652.437,9546.631,9577.74,8920.43248612039,9625.848
86244,9345.59,9566.6045,9307.182,9871.2295,8920.43248612039,9500.355
86245,9231.96,9443.304,9060.278,9456.384,8920.43248612039,9334.59
86246,9241.71,9303.325,8876.647,8701.88,8920.43248612039,9126.248
86247,9302.13,9234.529,8785.15,8895.727,8920.43248612039,8985.649
86248,9111.91,9083.065,8670.303,8689.987,8920.43248612039,8813.12
86249,8834.139999999998,8774.999,8500.263,8830.002,8920.43248612039,8728.492
86250,8776.39,8448.599,8316.23,8741.455,8920.43248612039,8454.973
86251,8604.26,8406.183,8308.555,8589.541,8920.43248612039,8458.062
86252,8438.0,8331.724,8263.776,8642.934,8920.43248612039,8272.036
86253,8267.3,8273.026,8174.9614,8584.58,8920.43248612039,8220.084
86254,7948.22,8140.1904,8000.224,7855.948,8920.43248612039,8036.3677
86255,7708.56,7893.1,7756.035,8311.1455,8920.43248612039,7705.3975
86256,7473.72,7594.1113,7525.128,7685.9585,8920.43248612039,7308.6406
86257,7213.36,7369.6953,7262.415,7664.7007,8920.43248612039,6999.134
86258,6893.25,7128.7866,7074.0254,7182.93,8920.43248612039,6915.435
86259,6629.62,6799.268,6908.9565,6938.3076,8920.43248612039,6607.4316
86260,6442.55,6429.357,6747.4873,6726.47,8920.43248612039,6236.46
86261,6346.8,6324.6416,6679.471,6725.8105,8920.43248612039,6191.453
86262,6324.64,6317.019,6650.2227,6608.2236,8920.43248612039,6278.445
86263,6325.32,6382.9087,6711.6357,6610.584,8920.43248612039,6097.82
86264,6422.41,6505.193,6839.4155,6998.1855,8920.43248612039,6288.3184
86265,6432.17,6790.4517,7081.4946,7122.208,8920.43248612039,6518.269
86266,6642.0,6993.226,7253.1533,6898.1587,8920.43248612039,6689.846
86267,6960.28,7329.1704,7514.6094,7326.218,8920.43248612039,6945.8174
86268,7320.87,7711.5396,7848.9907,7727.3687,8920.43248612039,7228.747
86269,7700.4,7945.8105,8112.163,8108.371,8920.43248612039,7359.0405
86270,8026.47,8267.702,8389.265,8861.62,8920.43248612039,7711.5376
86271,8340.17,8491.785,8638.878,8866.129,8920.43248612039,8138.461
86272,8599.07,8754.083,8852.537,9401.791,8920.43248612039,8373.506
86273,8607.47,9090.866,9079.798,9202.005,8920.43248612039,8539.048
86274,8766.32,9260.586,9205.3545,9452.174,8920.43248612039,8924.48
86275,8726.94,9385.426,9245.818,9565.913,8920.43248612039,9061.388
86276,8725.8,9385.535,9251.98,9348.271,8920.43248612039,8994.727
86277,8739.91,9423.842,9269.17,9324.609,8920.43248612039,9230.205
86278,8730.05,9515.176,9334.513,9366.191,8920.43248612039,9379.6045
86279,8676.62,9480.216,9362.06,9711.726,8920.43248612039,9359.491
86280,8706.94,9496.945,9383.927,9172.658,8920.43248612039,9247.352
86281,8673.62,9565.44,9429.152,9287.037,8920.43248612039,9115.669
86282,8689.01,9622.33,9428.171,9580.517,8920.43248612039,9109.957
86283,8722.71,9622.027,9404.276,9558.901,8920.43248612039,8976.103
86284,8758.53,9527.636,9318.8125,9264.879,8920.43248612039,9044.519
86285,8800.54,9408.179,9177.545,9010.124,8920.43248612039,9072.342
86286,8825.8,9344.922,9106.288,9617.574,8920.43248612039,8953.86
86287,8841.9,9265.799,9056.844,9284.402,8920.43248612039,8796.757
86288,8718.52,9180.348,9011.533,9406.916,8920.43248612039,8765.92
86289,8692.14,8988.181,8937.682,9423.785,8920.43248612039,8800.585
86290,8643.35,8911.263,8907.144,8994.249,8920.43248612039,8548.67
86291,8510.24,8803.61,8846.23,8377.444,8920.43248612039,8423.357
86292,8348.76,8783.215,8791.011,8425.863,8920.43248612039,8357.678
86293,8257.95,8741.709,8729.576,8645.245,8920.43248612039,8250.708
86294,8244.88,8653.357,8674.264,8343.47,8920.43248612039,8061.1836
86295,8309.18,8595.595,8629.091,8521.395,8920.43248612039,7963.7544
86296,8222.97,8462.153,8514.905,8420.608,8920.43248612039,7909.525
86297,8068.83,8167.3076,8294.174,8003.7163,8920.43248612039,7909.4976
86298,7946.74,7976.699,8129.0317,8425.142,8920.43248612039,7789.823
86299,7815.45,7983.606,8065.132,8108.4814,8920.43248612039,7781.6484
86300,7753.92,7956.6455,7970.151,8177.9653,8920.43248612039,7747.2256
86301,7586.01,7908.0566,7858.369,7953.853,8920.43248612039,7682.8994
86302,7321.49,7827.3027,7748.793,7709.945,8920.43248612039,7434.477
86303,7107.15,7610.6914,7585.0093,7761.4976,8920.43248612039,7131.7656
86304,6905.44,7244.4033,7431.04,7481.8955,8920.43248612039,6902.5747
86305,6685.05,6871.627,7208.203,7156.266,8920.43248612039,7063.6772
86306,6420.49,6643.735,7030.4575,6844.2173,8920.43248612039,6341.664
86307,6235.78,6283.557,6869.231,6331.046,8920.43248612039,6303.622
86308,6065.24,6066.5127,6696.992,6357.6216,8920.43248612039,5949.491
86309,5992.03,5859.574,6572.1167,6319.0586,8920.43248612039,6241.46
86310,5974.2,5980.526,6482.073,6182.48,8920.43248612039,6236.665
86311,5968.51,6025.5576,6446.207,6151.314,8920.43248612039,6038.9287
86312,6016.01,6110.234,6461.249,6224.6626,8920.43248612039,6426.36
86313,6005.39,6076.2163,6478.318,6362.4106,8920.43248612039,6245.019
86314,6104.039999999999,6233.3887,6605.033,6356.5933,8920.43248612039,6405.903
86315,6310.36,6569.8667,6815.7314,6493.437,8920.43248612039,6622.0093
86316,6617.23,7029.087,7110.338,6958.55,8920.43248612039,6942.611
86317,6986.72,7467.261,7446.045,7363.4175,8920.43248612039,7220.414
86318,7313.32,7962.458,7814.1646,7533.196,8920.43248612039,7570.04
86319,7618.65,8262.547,8107.6797,7854.5327,8920.43248612039,7844.62
86320,7902.21,8429.989,8328.0,8711.004,8920.43248612039,7875.4937
86321,8118.4,8567.055,8515.083,8982.654,8920.43248612039,8102.8604
86322,8240.1,8526.142,8609.423,9305.572,8920.43248612039,8365.015
86323,8269.32,8554.708,8680.268,9025.514,8920.43248612039,8584.378
86324,8339.51,8543.984,8694.186,8642.547,8920.43248612039,8569.996
86325,8393.03,8603.785,8695.127,8304.651,8920.43248612039,8452.317
86326,8496.69,8860.3545,8743.871,8682.745,8920.43248612039,8508.45
86327,8481.54,8908.508,8721.633,8661.665,8920.43248612039,8340.93
86328,8521.15,8888.592,8681.113,8952.104,8920.43248612039,8406.876
86329,8493.49,8932.803,8674.037,9088.622,8920.43248612039,8446.18
86330,8519.37,8897.248,8693.408,8816.067,8920.43248612039,8470.872
86331,8552.41,8892.07,8757.34,9269.613,8920.43248612039,8576.918
86332,8632.61,8849.347,8826.571,9160.904,8920.43248612039,8696.234
86333,8756.16,8914.587,8908.552,8696.449,8920.43248612039,8703.376
86334,8774.66,8960.96,8941.662,8733.015,8920.43248612039,8770.8545
86335,8778.73,8969.844,8953.215,8718.938,8920.43248612039,8909.034
86336,8775.16,8948.692,8955.176,8881.703,8920.43248612039,8855.385
86337,8886.59,8859.196,8921.489,8711.763,8920.43248612039,8789.199
86338,8863.23,8839.68,8924.439,8755.678,8920.43248612039,8801.697
86339,8849.15,8786.478,8891.327,9165.959,8920.43248612039,8777.446
86340,8777.13,8837.957,8891.96,9198.46,8920.43248612039,8712.949
86341,8628.47,8748.393,8820.101,9090.122,8920.43248612039,8657.56
86342,8714.02,8618.784,8780.653,8999.968,8920.43248612039,8532.046
86343,8820.83,8488.094,8743.609,9030.57,8920.43248612039,8471.194
86344,8704.29,8348.347,8660.613,8747.174,8920.43248612039,8323.193
86345,8432.96,8088.3345,8466.674,8193.236,8920.43248612039,8275.807
86346,8294.08,7866.8687,8274.588,8228.015,8920.43248612039,8094.978
86347,8008.26,7798.894,8162.302,8230.21,8920.43248612039,8101.149
86348,7824.74,7713.7827,7997.193,7974.3794,8920.43248612039,7968.5264
86349,7572.87,7675.1426,7879.1704,7866.7554,8920.43248612039,7960.8467
86350,7315.62,7534.283,7707.596,7591.2783,8920.43248612039,7775.0645
86351,7169.06,7265.3213,7492.7305,7474.6387,8920.43248612039,7459.7407
86352,7028.37,7010.9014,7348.1094,7190.7793,8920.43248612039,7054.3066
86353,6882.56,6861.163,7173.727,6825.395,8920.43248612039,6787.5283
86354,6675.72,6748.536,7016.1255,6664.8477,8920.43248612039,6610.2397
86355,6509.74,6487.447,6870.7617,6538.0166,8920.43248612039,6486.16
86356,6433.63,6294.4585,6738.649,6364.3403,8920.43248612039,6350.1626
86357,6337.44,6123.326,6685.9478,6279.2515,8920.43248612039,5894.5464
86358,6391.6,6150.63,6688.288,6323.883,8920.43248612039,6148.922
86359,6430.49,6247.6313,6797.2847,6394.7607,8920.43248612039,6312.0977
86360,6699.06,6397.521,7035.0117,6818.112,8920.43248612039,6690.355
86361,6909.91,6977.804,7408.345,6804.7617,8920.43248612039,7038.905
86362,7506.36,7137.0723,7681.3535,7594.9087,8920.43248612039,7292.6167
86363,8082.77,7519.1567,8096.433,7959.136,8920.43248612039,7725.8584
86364,8525.79,8067.959,8630.917,8423.435,8920.43248612039,8168.638
86365,9019.16,8616.257,9194.039,8582.282,8920.43248612039,8617.721
86366,9284.05,9133.108,9718.542,9077.304,8920.43248612039,9102.865
86367,9491.5,9438.711,10040.19,9599.308,8920.43248612039,9402.581
86368,9730.94,9637.81,10242.06,9913.304,8920.43248612039,9558.194
86369,9878.81,9767.477,10375.187,9970.23,8920.43248612039,9525.519
86370,9983.39,9741.513,10372.097,10031.636,8920.43248612039,9649.4
86371,10091.39,9872.771,10412.57,9871.415,8920.43248612039,9862.768
86372,10110.35,9943.752,10430.191,9725.154,8920.43248612039,9837.39
86373,10147.24,10006.724,10449.079,9601.994,8920.43248612039,9862.18
86374,10175.82,10144.739,10472.333,9463.918,8920.43248612039,9926.334
86375,10173.61,10205.73,10440.308,9670.102,8920.43248612039,9876.025
86376,10206.990000000002,10208.461,10403.401,9833.7,8920.43248612039,10006.128
86377,10277.8,10196.505,10382.781,9607.333,8920.43248612039,9983.103
86378,10316.92,10058.195,10334.33,9438.185,8920.43248612039,9846.484
86379,10343.71,10031.246,10355.935,9308.538,8920.43248612039,9850.545
86380,10320.83,9975.287,10339.346,9618.575,8920.43248612039,9928.636
86381,10394.41,9952.326,10325.943,9680.238,8920.43248612039,10000.679
86382,10425.31,9927.902,10337.4375,9373.09,8920.43248612039,10190.422
86383,10389.64,9907.346,10362.518,9619.814,8920.43248612039,10214.474
86384,10280.01,9918.438,10393.425,9526.896,8920.43248612039,10260.131
86385,10109.29,9858.792,10340.717,9536.273,8920.43248612039,10255.135
86386,9720.02,9883.515,10286.556,9613.134,8920.43248612039,10170.302
86387,9469.66,9908.604,10189.35,9853.259,8920.43248612039,10099.464
86388,9099.85,9900.384,10042.44,9595.29,8920.43248612039,9854.731
86389,8935.96,9802.587,9836.293,9826.085,8920.43248612039,9733.344
86390,8966.7,9714.874,9727.713,9664.2295,8920.43248612039,9538.539
86391,9020.98,9631.938,9649.176,9210.98,8920.43248612039,9367.526
86392,8850.09,9517.236,9564.971,9159.407,8920.43248612039,9077.03
86393,8575.67,9263.271,9366.605,8816.5625,8920.43248612039,8886.853
86394,8547.27,8951.564,9103.758,8901.908,8920.43248612039,8425.6
86395,8319.89,8841.621,8961.096,8633.768,8920.43248612039,8300.166
86396,8234.43,8715.195,8762.8955,8643.9795,8920.43248612039,8293.375
86397,8131.17,8712.405,8642.501,8490.704,8920.43248612039,8432.377
86398,7867.710000000001,8526.033,8447.617,8424.378,8920.43248612039,8335.638
86399,7684.82,8232.799,8230.573,8075.98,8920.43248612039,8185.285
86400,7537.42,8146.651,7973.703,7670.589,8920.43248612039,7515.734
86401,7316.1,7931.1826,7733.0015,7535.588,8920.43248612039,7564.256
86402,7013.65,7681.712,7573.3184,7090.6313,8920.43248612039,7123.049
86403,6763.3,7343.4355,7382.3066,6976.1455,8920.43248612039,6832.204
86404,6589.67,6967.578,7178.0386,6596.441,8920.43248612039,6644.355
86405,6487.090000000001,6739.015,7075.7856,6877.4453,8920.43248612039,6572.892
86406,6487.01,6780.4326,7041.2114,6719.7866,8920.43248612039,6527.8706
86407,6541.71,6579.9224,7087.213,6534.004,8920.43248612039,6762.7397
86408,6794.49,6671.5586,7235.617,6717.116,8920.43248612039,6930.2334
86409,7014.06,7726.3936,7510.45,7078.092,8920.43248612039,7133.535
86410,7609.12,7886.0547,7922.2505,7686.7866,8920.43248612039,7538.5273
86411,8141.29,8223.8,8408.7705,8215.132,8920.43248612039,8197.347
86412,8557.78,8714.861,8936.399,8724.359,8920.43248612039,8817.797
86413,8999.34,9109.625,9310.862,9062.436,8920.43248612039,9205.925
86414,9282.04,9479.467,9576.915,9049.128,8920.43248612039,9550.543
86415,9467.68,9609.352,9715.838,9410.741,8920.43248612039,9658.826
86416,9750.84,9630.725,9803.209,9733.56,8920.43248612039,9580.961
86417,9921.29,9735.434,9943.065,9970.549,8920.43248612039,9786.412
86418,10009.28,9742.636,10021.004,9907.146,8920.43248612039,9934.567
86419,10074.03,9801.355,10051.195,10010.903,8920.43248612039,9901.911
86420,10158.35,9819.289,10062.948,10093.789,8920.43248612039,9966.275
86421,9896.09,9839.663,10091.2295,10226.31,8920.43248612039,10205.0625
86422,10200.14,9940.724,10144.742,10130.455,8920.43248612039,10402.069
86423,10183.76,9949.759,10147.4,9929.482,8920.43248612039,10331.407
86424,10236.08,9925.475,10138.563,10459.427,8920.43248612039,10306.076
86425,10258.76,9923.928,10171.879,10016.243,8920.43248612039,10377.854
86426,10266.99,9896.774,10198.335,10289.711,8920.43248612039,10373.166
86427,10249.209999999995,9913.99,10205.978,10311.297,8920.43248612039,10314.531
86428,10174.53,9919.848,10181.256,10360.775,8920.43248612039,10237.162
86429,10249.86,9875.202,10114.903,9871.358,8920.43248612039,10112.007
86430,10231.3,9867.534,10061.011,9913.365,8920.43248612039,10089.664
86431,10183.54,9817.488,9980.575,10220.387,8920.43248612039,10044.864
86432,10057.13,9755.695,9890.529,9927.269,8920.43248612039,9951.719
86433,9916.61,9714.437,9792.243,9794.161,8920.43248612039,9869.691
86434,9594.68,9671.881,9670.457,9779.135,8920.43248612039,9770.564
86435,9385.62,9530.817,9478.532,9892.315,8920.43248612039,9565.739
86436,9083.01,9475.621,9376.827,9450.609,8920.43248612039,9522.161
86437,8929.99,9378.049,9282.239,9736.104,8920.43248612039,9403.031
86438,9013.56,9217.395,9181.285,9196.778,8920.43248612039,9187.461
86439,9099.69,9203.402,9194.874,9033.6045,8920.43248612039,9097.097
86440,8854.170000000002,9137.571,9146.174,8922.14,8920.43248612039,9026.442
86441,8592.21,8916.178,8961.301,8564.226,8920.43248612039,8882.244
86442,8556.45,8598.903,8719.493,8859.29,8920.43248612039,8648.376
86443,8328.67,8468.048,8612.494,8670.76,8920.43248612039,8546.257
86444,8277.81,8322.606,8480.8955,8659.688,8920.43248612039,8329.718
86445,8125.42,8224.4795,8330.201,8272.787,8920.43248612039,8211.827
86446,7850.9,8118.0483,8148.461,8358.994,8920.43248612039,7978.421
86447,7648.91,7884.228,7902.9326,8015.0273,8920.43248612039,7578.3687
86448,7522.9,7596.952,7765.398,7639.9365,8920.43248612039,7452.0815
86449,7250.11,7387.503,7578.009,7679.971,8920.43248612039,7203.259
86450,6983.95,7072.659,7405.6953,7308.6143,8920.43248612039,6910.08
86451,6678.93,6759.1577,7219.259,7052.502,8920.43248612039,6876.646
86452,6527.84,6471.0283,7039.4546,6933.8174,8920.43248612039,6565.936
86453,6451.08,6373.4956,6950.7363,6928.9707,8920.43248612039,6736.0635
86454,6482.67,6197.3735,6898.869,6732.073,8920.43248612039,6447.062
86455,6550.38,6244.139,6947.8643,6843.37,8920.43248612039,6637.6997
86456,6803.68,6443.67,7124.6167,6854.0254,8920.43248612039,6790.8613
86457,7060.84,6988.856,7408.3564,7166.8374,8920.43248612039,7064.744
86458,7542.92,7215.044,7733.738,7906.059,8920.43248612039,7429.13
86459,8107.22,7701.21,8191.706,8346.844,8920.43248612039,7826.9536
86460,8552.34,8283.497,8708.588,8701.89,8920.43248612039,8358.1
86461,9047.38,8738.974,9099.408,9029.645,8920.43248612039,8763.211
86462,9338.84,9174.751,9380.765,9521.615,8920.43248612039,9162.75
86463,9642.49,9404.135,9556.103,9441.769,8920.43248612039,9327.313
86464,9921.239999999998,9504.283,9671.527,9733.449,8920.43248612039,9363.21
86465,10063.48,9650.446,9814.4795,9515.653,8920.43248612039,9539.626
86466,10150.74,9666.838,9882.917,9808.956,8920.43248612039,9729.55
86467,10260.44,9779.579,9938.895,9514.247,8920.43248612039,9828.551
86468,10337.52,9776.695,9912.623,9975.488,8920.43248612039,9835.947
86469,10443.14,9752.719,9861.565,10214.105,8920.43248612039,9937.784
86470,10495.48,9783.36,9863.122,10097.084,8920.43248612039,10029.384
86471,10503.94,9722.126,9879.342,9847.079,8920.43248612039,9912.707
86472,10600.22,9767.612,9902.513,10149.93,8920.43248612039,9974.113
86473,10749.57,9831.159,9926.188,9873.451,8920.43248612039,9991.453
86474,10866.81,9869.916,9937.828,10022.92,8920.43248612039,10010.833
86475,10904.729999999998,9889.022,9953.105,9982.34,8920.43248612039,10025.189
86476,10891.05,9835.408,9932.743,10330.038,8920.43248612039,9961.161
86477,10960.73,9728.062,9868.669,10199.308,8920.43248612039,9901.591
86478,10920.08,9721.763,9857.486,10233.131,8920.43248612039,9910.912
86479,10923.9,9689.683,9846.06,10327.313,8920.43248612039,9874.65
86480,10803.46,9669.347,9823.319,10229.895,8920.43248612039,9899.758
86481,10693.98,9580.354,9747.982,10048.113,8920.43248612039,9806.85
86482,10359.21,9486.339,9628.564,9725.596,8920.43248612039,9663.431
86483,10131.65,9260.608,9388.021,9837.576,8920.43248612039,9410.32
86484,9854.9,9137.752,9219.941,9471.634,8920.43248612039,9270.333
86485,9647.02,8988.602,9057.508,9573.999,8920.43248612039,9133.173
86486,9634.84,8843.852,8941.332,9344.991,8920.43248612039,8960.983
86487,9688.24,8831.205,8913.232,9247.98,8920.43248612039,8803.322
86488,9447.12,8765.134,8851.824,9113.022,8920.43248612039,8697.31
86489,9113.39,8529.092,8688.38,8513.442,8920.43248612039,8560.85
86490,9038.3,8184.884,8462.446,8578.838,8920.43248612039,8223.386
86491,8744.73,8164.005,8415.26,8256.792,8920.43248612039,8240.802
86492,8602.71,8116.624,8315.028,8349.836,8920.43248612039,8107.248
86493,8377.93,8134.248,8239.087,8105.767,8920.43248612039,8089.727
86494,8126.06,8130.1543,8151.328,8129.617,8920.43248612039,7914.178
86495,7883.01,7894.134,7974.6963,7750.7065,8920.43248612039,7631.214
86496,7697.8,7412.3955,7796.098,7631.0405,8920.43248612039,7641.716
86497,7454.8,7085.726,7546.5137,7688.508,8920.43248612039,7170.487
86498,7124.84,6821.2153,7347.6577,7096.0835,8920.43248612039,6798.5425
86499,6924.24,6510.7197,7174.5728,6632.455,8920.43248612039,6685.2974
86500,6775.86,6222.7695,6992.0386,6510.8306,8920.43248612039,6432.466
86501,6658.5,6068.295,6907.631,6249.577,8920.43248612039,6592.2637
86502,6700.81,6168.14,6876.203,6815.96,8920.43248612039,6602.2227
86503,6729.53,6255.741,6961.871,6855.805,8920.43248612039,6752.4307
86504,6968.24,6581.716,7187.204,6742.556,8920.43248612039,6955.5146
86505,7165.2,7032.2124,7580.746,7013.3545,8920.43248612039,7267.11
86506,7764.98,7272.43,7912.19,7902.4575,8920.43248612039,7674.3174
86507,8301.17,7756.2446,8387.892,8006.0176,8920.43248612039,8112.6216
86508,8652.23,8263.72,8885.269,8584.837,8920.43248612039,8399.581
86509,9112.000000000002,8703.793,9268.969,8708.23,8920.43248612039,8861.438
86510,9473.62,9171.191,9566.074,8869.677,8920.43248612039,9305.554
86511,9749.28,9462.635,9771.77,9405.821,8920.43248612039,9490.066
86512,10047.51,9634.3,9897.48,9629.147,8920.43248612039,9516.234
86513,10199.95,9882.938,10071.585,10050.336,8920.43248612039,9633.892
86514,10421.91,9988.161,10133.784,9734.36,8920.43248612039,9873.707
86515,10504.25,10091.326,10113.884,9510.764,8920.43248612039,9917.33
86516,10467.54,10056.526,10060.243,9626.283,8920.43248612039,9846.429
86517,10474.48,10067.14,10051.749,9437.736,8920.43248612039,9985.252
86518,10425.8,10018.208,10017.921,9721.356,8920.43248612039,10025.3955
86519,10434.05,10051.459,10050.037,9972.733,8920.43248612039,10129.933
86520,10387.62,10068.871,10026.908,10024.544,8920.43248612039,10101.27
86521,10255.64,10094.686,10030.858,9886.837,8920.43248612039,10115.762
