Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9
9181.548116964363,8821.86914729059,8993.141824410925,9152.145950654492,9930.919004597516,8573.578779870131,8990.075855750025,8978.65401134756,9054.125081067568,8565.70307243198
-3537300392.0469413,-3646973043.708203,-3438627306.3185368,-4126037248.235879,-3606565654.8772907,-3806880564.0777473,-2245073090.721757,-3447305118.13569,-3730449054.6596284,-2785746909.627096
84300825.82413185,77825375.2519176,80876599.87396905,83761775.50208141,98623152.2758761,73506253.09463942,80821463.89213955,80616227.85548763,81977180.98361678,73371269.12507066
9089.8914708716,8740.306963898149,8903.840219840491,9061.204443332792,9808.317987152166,8499.224560473165,8867.909844500364,8875.23621225304,8964.318580574716,8468.734622564387
24590.034274887326,30256.935885909697,29359.58265987525,24611.008441497874,23525.692147533722,31279.155340012203,28002.927983770533,27375.636381307413,25866.09822491922,28992.025977004512
